+=====+========+========+========+
|  #  | Cipher | Plain  |  Key   | Proof: Cipher ⊕ Plain = Key
| 190 | KTHLLE | RESTES | TTTTLS | [011 111 001 100 100 000] ⊕ [101 000 110 111 000 110] = [111 111 111 111 100 110]
| 191 | KTHLLE | RESTIR | TTTTSR | [011 111 001 100 100 000] ⊕ [101 000 110 111 010 101] = [111 111 111 111 110 101]
| 192 | KTHLLE | RESTIS | TTTTSS | [011 111 001 100 100 000] ⊕ [101 000 110 111 010 110] = [111 111 111 111 110 110]
| 193 | KTHLLE | RETELL | TTTLLL | [011 111 001 100 100 000] ⊕ [101 000 111 000 100 100] = [111 111 111 100 100 100]
| 194 | KTHLLE | RETEST | TTTLST | [011 111 001 100 100 000] ⊕ [101 000 111 000 110 111] = [111 111 111 100 110 111]
| 195 | KTHLLE | RETHER | TTTRLR | [011 111 001 100 100 000] ⊕ [101 000 111 001 000 101] = [111 111 111 101 100 101]
| 196 | KTHLLE | RETIER | TTTSLR | [011 111 001 100 100 000] ⊕ [101 000 111 010 000 101] = [111 111 111 110 100 101]
| 197 | KTHLLE | RETIES | TTTSLS | [011 111 001 100 100 000] ⊕ [101 000 111 010 000 110] = [111 111 111 110 100 110]
| 198 | KTHLLE | RETILE | TTTSLE | [011 111 001 100 100 000] ⊕ [101 000 111 010 100 000] = [111 111 111 110 100 000]
| 199 | KTHLLE | RETILL | TTTSLL | [011 111 001 100 100 000] ⊕ [101 000 111 010 100 100] = [111 111 111 110 100 100]
| 200 | KTHLLE | RETIRE | TTTSRE | [011 111 001 100 100 000] ⊕ [101 000 111 010 101 000] = [111 111 111 110 101 000]
| 201 | KTHLLE | RETREE | TTTRLE | [011 111 001 100 100 000] ⊕ [101 000 111 101 000 000] = [111 111 111 101 100 000]
| 202 | KTHLLE | RETTER | TTTTLR | [011 111 001 100 100 000] ⊕ [101 000 111 111 000 101] = [111 111 111 111 100 101]
| 203 | KTHLLE | RETTKE | TTTTTE | [011 111 001 100 100 000] ⊕ [101 000 111 111 011 000] = [111 111 111 111 111 000]
| 204 | KTHLLE | RHESIS | TTHSSS | [011 111 001 100 100 000] ⊕ [101 001 000 110 010 110] = [111 111 001 110 110 110]
| 205 | KTHLLE | RIESEL | TTHSLL | [011 111 001 100 100 000] ⊕ [101 010 000 110 000 100] = [111 111 001 110 100 100]
| 206 | KTHLLE | RILLES | TTRLLS | [011 111 001 100 100 000] ⊕ [101 010 100 100 000 110] = [111 111 101 100 100 110]
| 207 | KTHLLE | RILLET | TTRLLT | [011 111 001 100 100 000] ⊕ [101 010 100 100 000 111] = [111 111 101 100 100 111]
| 208 | KTHLLE | RILLIS | TTRLSS | [011 111 001 100 100 000] ⊕ [101 010 100 100 010 110] = [111 111 101 100 110 110]
| 209 | KTHLLE | RISERS | TTTLRS | [011 111 001 100 100 000] ⊕ [101 010 110 000 101 110] = [111 111 111 100 101 110]
| 210 | KTHLLE | RISHIS | TTTRSS | [011 111 001 100 100 000] ⊕ [101 010 110 001 010 110] = [111 111 111 101 110 110]
| 211 | KTHLLE | RISKER | TTTTLR | [011 111 001 100 100 000] ⊕ [101 010 110 011 000 101] = [111 111 111 111 100 101]
| 212 | KTHLLE | RISSEL | TTTSLL | [011 111 001 100 100 000] ⊕ [101 010 110 110 000 100] = [111 111 111 110 100 100]
| 213 | KTHLLE | RISSER | TTTSLR | [011 111 001 100 100 000] ⊕ [101 010 110 110 000 101] = [111 111 111 110 100 101]
| 214 | KTHLLE | RISSLE | TTTSLE | [011 111 001 100 100 000] ⊕ [101 010 110 110 100 000] = [111 111 111 110 100 000]
| 215 | KTHLLE | RITTER | TTTTLR | [011 111 001 100 100 000] ⊕ [101 010 111 111 000 101] = [111 111 111 111 100 101]
| 216 | KTHLLE | SEEKER | TTHTLR | [011 111 001 100 100 000] ⊕ [110 000 000 011 000 101] = [111 111 001 111 100 101]
| 217 | KTHLLE | SEESEE | TTHSLE | [011 111 001 100 100 000] ⊕ [110 000 000 110 000 000] = [111 111 001 110 100 000]
| 218 | KTHLLE | SEETHE | TTHTRE | [011 111 001 100 100 000] ⊕ [110 000 000 111 001 000] = [111 111 001 111 101 000]
| 219 | KTHLLE | SEISER | TTKSLR | [011 111 001 100 100 000] ⊕ [110 000 010 110 000 101] = [111 111 011 110 100 101]
| 220 | KTHLLE | SEISES | TTKSLS | [011 111 001 100 100 000] ⊕ [110 000 010 110 000 110] = [111 111 011 110 100 110]
| 221 | KTHLLE | SEITER | TTKTLR | [011 111 001 100 100 000] ⊕ [110 000 010 111 000 101] = [111 111 011 111 100 101]
| 222 | KTHLLE | SEKERE | TTKLRE | [011 111 001 100 100 000] ⊕ [110 000 011 000 101 000] = [111 111 011 100 101 000]
| 223 | KTHLLE | SELLER | TTRLLR | [011 111 001 100 100 000] ⊕ [110 000 100 100 000 101] = [111 111 101 100 100 101]
| 224 | KTHLLE | SELLES | TTRLLS | [011 111 001 100 100 000] ⊕ [110 000 100 100 000 110] = [111 111 101 100 100 110]
| 225 | KTHLLE | SELLIE | TTRLSE | [011 111 001 100 100 000] ⊕ [110 000 100 100 010 000] = [111 111 101 100 110 000]
| 226 | KTHLLE | SELTER | TTRTLR | [011 111 001 100 100 000] ⊕ [110 000 100 111 000 101] = [111 111 101 111 100 101]
| 227 | KTHLLE | SEREST | TTRLST | [011 111 001 100 100 000] ⊕ [110 000 101 000 110 111] = [111 111 101 100 110 111]
| 228 | KTHLLE | SERETH | TTRLTH | [011 111 001 100 100 000] ⊕ [110 000 101 000 111 001] = [111 111 101 100 111 001]
| 229 | KTHLLE | SERIES | TTRSLS | [011 111 001 100 100 000] ⊕ [110 000 101 010 000 110] = [111 111 101 110 100 110]
| 230 | KTHLLE | SERLES | TTRLLS | [011 111 001 100 100 000] ⊕ [110 000 101 100 000 110] = [111 111 101 100 100 110]
| 231 | KTHLLE | SESELI | TTTLLI | [011 111 001 100 100 000] ⊕ [110 000 110 000 100 010] = [111 111 111 100 100 010]
| 232 | KTHLLE | SESSER | TTTSLR | [011 111 001 100 100 000] ⊕ [110 000 110 110 000 101] = [111 111 111 110 100 101]
| 233 | KTHLLE | SESTET | TTTTLT | [011 111 001 100 100 000] ⊕ [110 000 110 111 000 111] = [111 111 111 111 100 111]
| 234 | KTHLLE | SETIER | TTTSLR | [011 111 001 100 100 000] ⊕ [110 000 111 010 000 101] = [111 111 111 110 100 101]
| 235 | KTHLLE | SETTEE | TTTTLE | [011 111 001 100 100 000] ⊕ [110 000 111 111 000 000] = [111 111 111 111 100 000]
| 236 | KTHLLE | SETTER | TTTTLR | [011 111 001 100 100 000] ⊕ [110 000 111 111 000 101] = [111 111 111 111 100 101]
| 237 | KTHLLE | SETTLE | TTTTLE | [011 111 001 100 100 000] ⊕ [110 000 111 111 100 000] = [111 111 111 111 100 000]
| 238 | KTHLLE | SHEERS | TTHLRS | [011 111 001 100 100 000] ⊕ [110 001 000 000 101 110] = [111 111 001 100 101 110]
| 239 | KTHLLE | SHEETS | TTHLTS | [011 111 001 100 100 000] ⊕ [110 001 000 000 111 110] = [111 111 001 100 111 110]
| 240 | KTHLLE | SHEIKH | TTHSTH | [011 111 001 100 100 000] ⊕ [110 001 000 010 011 001] = [111 111 001 110 111 001]
| 241 | KTHLLE | SHEIKS | TTHSTS | [011 111 001 100 100 000] ⊕ [110 001 000 010 011 110] = [111 111 001 110 111 110]
| 242 | KTHLLE | SHEKEL | TTHTLL | [011 111 001 100 100 000] ⊕ [110 001 000 011 000 100] = [111 111 001 111 100 100]
| 243 | KTHLLE | SHELLI | TTHLLI | [011 111 001 100 100 000] ⊕ [110 001 000 100 100 010] = [111 111 001 100 100 010]
| 244 | KTHLLE | SHELLS | TTHLLS | [011 111 001 100 100 000] ⊕ [110 001 000 100 100 110] = [111 111 001 100 100 110]
| 245 | KTHLLE | SHEREE | TTHRLE | [011 111 001 100 100 000] ⊕ [110 001 000 101 000 000] = [111 111 001 101 100 000]
| 246 | KTHLLE | SHERER | TTHRLR | [011 111 001 100 100 000] ⊕ [110 001 000 101 000 101] = [111 111 001 101 100 101]
| 247 | KTHLLE | SHERIE | TTHRSE | [011 111 001 100 100 000] ⊕ [110 001 000 101 010 000] = [111 111 001 101 110 000]
| 248 | KTHLLE | SHERRI | TTHRRI | [011 111 001 100 100 000] ⊕ [110 001 000 101 101 010] = [111 111 001 101 101 010]
| 249 | KTHLLE | SHIEKH | TTKLTH | [011 111 001 100 100 000] ⊕ [110 001 010 000 011 001] = [111 111 011 100 111 001]
| 250 | KTHLLE | SHIELS | TTKLLS | [011 111 001 100 100 000] ⊕ [110 001 010 000 100 110] = [111 111 011 100 100 110]
| 251 | KTHLLE | SHIERS | TTKLRS | [011 111 001 100 100 000] ⊕ [110 001 010 000 101 110] = [111 111 011 100 101 110]
| 252 | KTHLLE | SHIEST | TTKLST | [011 111 001 100 100 000] ⊕ [110 001 010 000 110 111] = [111 111 011 100 110 111]
| 253 | KTHLLE | SHIITE | TTKSTE | [011 111 001 100 100 000] ⊕ [110 001 010 010 111 000] = [111 111 011 110 111 000]
| 254 | KTHLLE | SHIKII | TTKTSI | [011 111 001 100 100 000] ⊕ [110 001 010 011 010 010] = [111 111 011 111 110 010]
| 255 | KTHLLE | SHIKSE | TTKTSE | [011 111 001 100 100 000] ⊕ [110 001 010 011 110 000] = [111 111 011 111 110 000]
| 256 | KTHLLE | SHILLS | TTKLLS | [011 111 001 100 100 000] ⊕ [110 001 010 100 100 110] = [111 111 011 100 100 110]
| 257 | KTHLLE | SHIRES | TTKRLS | [011 111 001 100 100 000] ⊕ [110 001 010 101 000 110] = [111 111 011 101 100 110]
| 258 | KTHLLE | SHIRKS | TTKRTS | [011 111 001 100 100 000] ⊕ [110 001 010 101 011 110] = [111 111 011 101 111 110]
| 259 | KTHLLE | SHIRRS | TTKRRS | [011 111 001 100 100 000] ⊕ [110 001 010 101 101 110] = [111 111 011 101 101 110]
| 260 | KTHLLE | SHIRTS | TTKRTS | [011 111 001 100 100 000] ⊕ [110 001 010 101 111 110] = [111 111 011 101 111 110]
| 261 | KTHLLE | SHISTS | TTKSTS | [011 111 001 100 100 000] ⊕ [110 001 010 110 111 110] = [111 111 011 110 111 110]
| 262 | KTHLLE | SHRIEK | TTRSLK | [011 111 001 100 100 000] ⊕ [110 001 101 010 000 011] = [111 111 101 110 100 011]
| 263 | KTHLLE | SHRIER | TTRSLR | [011 111 001 100 100 000] ⊕ [110 001 101 010 000 101] = [111 111 101 110 100 101]
| 264 | KTHLLE | SHRIKE | TTRSTE | [011 111 001 100 100 000] ⊕ [110 001 101 010 011 000] = [111 111 101 110 111 000]
| 265 | KTHLLE | SHRILL | TTRSLL | [011 111 001 100 100 000] ⊕ [110 001 101 010 100 100] = [111 111 101 110 100 100]
| 266 | KTHLLE | SHRITE | TTRSTE | [011 111 001 100 100 000] ⊕ [110 001 101 010 111 000] = [111 111 101 110 111 000]
| 267 | KTHLLE | SHTETL | TTTLTL | [011 111 001 100 100 000] ⊕ [110 001 111 000 111 100] = [111 111 111 100 111 100]
| 268 | KTHLLE | SHTIKS | TTTSTS | [011 111 001 100 100 000] ⊕ [110 001 111 010 011 110] = [111 111 111 110 111 110]
| 269 | KTHLLE | SILKER | TTRTLR | [011 111 001 100 100 000] ⊕ [110 010 100 011 000 101] = [111 111 101 111 100 101]
| 270 | KTHLLE | SILKIE | TTRTSE | [011 111 001 100 100 000] ⊕ [110 010 100 011 010 000] = [111 111 101 111 110 000]
| 271 | KTHLLE | SILLER | TTRLLR | [011 111 001 100 100 000] ⊕ [110 010 100 100 000 101] = [111 111 101 100 100 101]
| 272 | KTHLLE | SIREES | TTRLLS | [011 111 001 100 100 000] ⊕ [110 010 101 000 000 110] = [111 111 101 100 100 110]
| 273 | KTHLLE | SIRESS | TTRLSS | [011 111 001 100 100 000] ⊕ [110 010 101 000 110 110] = [111 111 101 100 110 110]
| 274 | KTHLLE | SIRREE | TTRRLE | [011 111 001 100 100 000] ⊕ [110 010 101 101 000 000] = [111 111 101 101 100 000]
| 275 | KTHLLE | SISILE | TTTSLE | [011 111 001 100 100 000] ⊕ [110 010 110 010 100 000] = [111 111 111 110 100 000]
| 276 | KTHLLE | SISITH | TTTSTH | [011 111 001 100 100 000] ⊕ [110 010 110 010 111 001] = [111 111 111 110 111 001]
| 277 | KTHLLE | SISSEL | TTTSLL | [011 111 001 100 100 000] ⊕ [110 010 110 110 000 100] = [111 111 111 110 100 100]
| 278 | KTHLLE | SISSIE | TTTSSE | [011 111 001 100 100 000] ⊕ [110 010 110 110 010 000] = [111 111 111 110 110 000]
| 279 | KTHLLE | SISTER | TTTTLR | [011 111 001 100 100 000] ⊕ [110 010 110 111 000 101] = [111 111 111 111 100 101]
| 280 | KTHLLE | SISTLE | TTTTLE | [011 111 001 100 100 000] ⊕ [110 010 110 111 100 000] = [111 111 111 111 100 000]
| 281 | KTHLLE | SITHES | TTTRLS | [011 111 001 100 100 000] ⊕ [110 010 111 001 000 110] = [111 111 111 101 100 110]
| 282 | KTHLLE | SITTEE | TTTTLE | [011 111 001 100 100 000] ⊕ [110 010 111 111 000 000] = [111 111 111 111 100 000]
| 283 | KTHLLE | SITTER | TTTTLR | [011 111 001 100 100 000] ⊕ [110 010 111 111 000 101] = [111 111 111 111 100 101]
| 284 | KTHLLE | SKEETS | TTHLTS | [011 111 001 100 100 000] ⊕ [110 011 000 000 111 110] = [111 111 001 100 111 110]
| 285 | KTHLLE | SKELET | TTHLLT | [011 111 001 100 100 000] ⊕ [110 011 000 100 000 111] = [111 111 001 100 100 111]
| 286 | KTHLLE | SKIERS | TTKLRS | [011 111 001 100 100 000] ⊕ [110 011 010 000 101 110] = [111 111 011 100 101 110]
| 287 | KTHLLE | SKIEST | TTKLST | [011 111 001 100 100 000] ⊕ [110 011 010 000 110 111] = [111 111 011 100 110 111]
| 288 | KTHLLE | SKILLS | TTKLLS | [011 111 001 100 100 000] ⊕ [110 011 010 100 100 110] = [111 111 011 100 100 110]
| 289 | KTHLLE | SKILTS | TTKLTS | [011 111 001 100 100 000] ⊕ [110 011 010 100 111 110] = [111 111 011 100 111 110]
| 290 | KTHLLE | SKIRLS | TTKRLS | [011 111 001 100 100 000] ⊕ [110 011 010 101 100 110] = [111 111 011 101 100 110]
| 291 | KTHLLE | SKIRRS | TTKRRS | [011 111 001 100 100 000] ⊕ [110 011 010 101 101 110] = [111 111 011 101 101 110]
| 292 | KTHLLE | SKIRTS | TTKRTS | [011 111 001 100 100 000] ⊕ [110 011 010 101 111 110] = [111 111 011 101 111 110]
| 293 | KTHLLE | SKITER | TTKTLR | [011 111 001 100 100 000] ⊕ [110 011 010 111 000 101] = [111 111 011 111 100 101]
| 294 | KTHLLE | SKITES | TTKTLS | [011 111 001 100 100 000] ⊕ [110 011 010 111 000 110] = [111 111 011 111 100 110]
| 295 | KTHLLE | SKREEL | TTRLLL | [011 111 001 100 100 000] ⊕ [110 011 101 000 000 100] = [111 111 101 100 100 100]
| 296 | KTHLLE | SKRIKE | TTRSTE | [011 111 001 100 100 000] ⊕ [110 011 101 010 011 000] = [111 111 101 110 111 000]
| 297 | KTHLLE | SLEEKS | TTHLTS | [011 111 001 100 100 000] ⊕ [110 100 000 000 011 110] = [111 111 001 100 111 110]
| 298 | KTHLLE | SLEETS | TTHLTS | [011 111 001 100 100 000] ⊕ [110 100 000 000 111 110] = [111 111 001 100 111 110]
| 299 | KTHLLE | SLIEST | TTKLST | [011 111 001 100 100 000] ⊕ [110 100 010 000 110 111] = [111 111 011 100 110 111]
| 300 | KTHLLE | SSTTSS | TTTTSS | [011 111 001 100 100 000] ⊕ [110 110 111 111 110 110] = [111 111 111 111 110 110]
| 301 | KTHLLE | STEEKS | TTHLTS | [011 111 001 100 100 000] ⊕ [110 111 000 000 011 110] = [111 111 001 100 111 110]
| 302 | KTHLLE | STEELE | TTHLLE | [011 111 001 100 100 000] ⊕ [110 111 000 000 100 000] = [111 111 001 100 100 000]
| 303 | KTHLLE | STEELS | TTHLLS | [011 111 001 100 100 000] ⊕ [110 111 000 000 100 110] = [111 111 001 100 100 110]
| 304 | KTHLLE | STEERE | TTHLRE | [011 111 001 100 100 000] ⊕ [110 111 000 000 101 000] = [111 111 001 100 101 000]
| 305 | KTHLLE | STEERS | TTHLRS | [011 111 001 100 100 000] ⊕ [110 111 000 000 101 110] = [111 111 001 100 101 110]
| 306 | KTHLLE | STEIER | TTHSLR | [011 111 001 100 100 000] ⊕ [110 111 000 010 000 101] = [111 111 001 110 100 101]
| 307 | KTHLLE | STELES | TTHLLS | [011 111 001 100 100 000] ⊕ [110 111 000 100 000 110] = [111 111 001 100 100 110]
| 308 | KTHLLE | STELLE | TTHLLE | [011 111 001 100 100 000] ⊕ [110 111 000 100 100 000] = [111 111 001 100 100 000]
| 309 | KTHLLE | STERES | TTHRLS | [011 111 001 100 100 000] ⊕ [110 111 000 101 000 110] = [111 111 001 101 100 110]
| 310 | KTHLLE | STILES | TTKLLS | [011 111 001 100 100 000] ⊕ [110 111 010 100 000 110] = [111 111 011 100 100 110]
| 311 | KTHLLE | STILET | TTKLLT | [011 111 001 100 100 000] ⊕ [110 111 010 100 000 111] = [111 111 011 100 100 111]
| 312 | KTHLLE | STILLS | TTKLLS | [011 111 001 100 100 000] ⊕ [110 111 010 100 100 110] = [111 111 011 100 100 110]
| 313 | KTHLLE | STILTS | TTKLTS | [011 111 001 100 100 000] ⊕ [110 111 010 100 111 110] = [111 111 011 100 111 110]
| 314 | KTHLLE | STIRKS | TTKRTS | [011 111 001 100 100 000] ⊕ [110 111 010 101 011 110] = [111 111 011 101 111 110]
| 315 | KTHLLE | STITES | TTKTLS | [011 111 001 100 100 000] ⊕ [110 111 010 111 000 110] = [111 111 011 111 100 110]
| 316 | KTHLLE | STITHE | TTKTRE | [011 111 001 100 100 000] ⊕ [110 111 010 111 001 000] = [111 111 011 111 101 000]
| 317 | KTHLLE | STREEK | TTRLLK | [011 111 001 100 100 000] ⊕ [110 111 101 000 000 011] = [111 111 101 100 100 011]
| 318 | KTHLLE | STREEL | TTRLLL | [011 111 001 100 100 000] ⊕ [110 111 101 000 000 100] = [111 111 101 100 100 100]
| 319 | KTHLLE | STREET | TTRLLT | [011 111 001 100 100 000] ⊕ [110 111 101 000 000 111] = [111 111 101 100 100 111]
| 320 | KTHLLE | STREIT | TTRLST | [011 111 001 100 100 000] ⊕ [110 111 101 000 010 111] = [111 111 101 100 110 111]
| 321 | KTHLLE | STREKE | TTRLTE | [011 111 001 100 100 000] ⊕ [110 111 101 000 011 000] = [111 111 101 100 111 000]
| 322 | KTHLLE | STRESS | TTRLSS | [011 111 001 100 100 000] ⊕ [110 111 101 000 110 110] = [111 111 101 100 110 110]
| 323 | KTHLLE | STRIKE | TTRSTE | [011 111 001 100 100 000] ⊕ [110 111 101 010 011 000] = [111 111 101 110 111 000]
| 324 | KTHLLE | TEERER | TTHRLR | [011 111 001 100 100 000] ⊕ [111 000 000 101 000 101] = [111 111 001 101 100 101]
| 325 | KTHLLE | TEETEE | TTHTLE | [011 111 001 100 100 000] ⊕ [111 000 000 111 000 000] = [111 111 001 111 100 000]
| 326 | KTHLLE | TEETER | TTHTLR | [011 111 001 100 100 000] ⊕ [111 000 000 111 000 101] = [111 111 001 111 100 101]
| 327 | KTHLLE | TEETHE | TTHTRE | [011 111 001 100 100 000] ⊕ [111 000 000 111 001 000] = [111 111 001 111 101 000]
| 328 | KTHLLE | TEHSIL | TTHSSL | [011 111 001 100 100 000] ⊕ [111 000 001 110 010 100] = [111 111 001 110 110 100]
| 329 | KTHLLE | TEIHTE | TTKRTE | [011 111 001 100 100 000] ⊕ [111 000 010 001 111 000] = [111 111 011 101 111 000]
| 330 | KTHLLE | TELLEE | TTRLLE | [011 111 001 100 100 000] ⊕ [111 000 100 100 000 000] = [111 111 101 100 100 000]
| 331 | KTHLLE | TELLER | TTRLLR | [011 111 001 100 100 000] ⊕ [111 000 100 100 000 101] = [111 111 101 100 100 101]
| 332 | KTHLLE | TERESE | TTRLSE | [011 111 001 100 100 000] ⊕ [111 000 101 000 110 000] = [111 111 101 100 110 000]
| 333 | KTHLLE | TERETE | TTRLTE | [011 111 001 100 100 000] ⊕ [111 000 101 000 111 000] = [111 111 101 100 111 000]
| 334 | KTHLLE | TERREL | TTRRLL | [011 111 001 100 100 000] ⊕ [111 000 101 101 000 100] = [111 111 101 101 100 100]
| 335 | KTHLLE | TERRET | TTRRLT | [011 111 001 100 100 000] ⊕ [111 000 101 101 000 111] = [111 111 101 101 100 111]
| 336 | KTHLLE | TERRIE | TTRRSE | [011 111 001 100 100 000] ⊕ [111 000 101 101 010 000] = [111 111 101 101 110 000]
| 337 | KTHLLE | TERRIL | TTRRSL | [011 111 001 100 100 000] ⊕ [111 000 101 101 010 100] = [111 111 101 101 110 100]
| 338 | KTHLLE | TERRIS | TTRRSS | [011 111 001 100 100 000] ⊕ [111 000 101 101 010 110] = [111 111 101 101 110 110]
| 339 | KTHLLE | TERRIT | TTRRST | [011 111 001 100 100 000] ⊕ [111 000 101 101 010 111] = [111 111 101 101 110 111]
| 340 | KTHLLE | TERSER | TTRSLR | [011 111 001 100 100 000] ⊕ [111 000 101 110 000 101] = [111 111 101 110 100 101]
| 341 | KTHLLE | TERTII | TTRTSI | [011 111 001 100 100 000] ⊕ [111 000 101 111 010 010] = [111 111 101 111 110 010]
| 342 | KTHLLE | TESLER | TTTLLR | [011 111 001 100 100 000] ⊕ [111 000 110 100 000 101] = [111 111 111 100 100 101]
| 343 | KTHLLE | TESSEL | TTTSLL | [011 111 001 100 100 000] ⊕ [111 000 110 110 000 100] = [111 111 111 110 100 100]
| 344 | KTHLLE | TESSIE | TTTSSE | [011 111 001 100 100 000] ⊕ [111 000 110 110 010 000] = [111 111 111 110 110 000]
| 345 | KTHLLE | TESTEE | TTTTLE | [011 111 001 100 100 000] ⊕ [111 000 110 111 000 000] = [111 111 111 111 100 000]
| 346 | KTHLLE | TESTER | TTTTLR | [011 111 001 100 100 000] ⊕ [111 000 110 111 000 101] = [111 111 111 111 100 101]
| 347 | KTHLLE | TESTES | TTTTLS | [011 111 001 100 100 000] ⊕ [111 000 110 111 000 110] = [111 111 111 111 100 110]
| 348 | KTHLLE | TESTIS | TTTTSS | [011 111 001 100 100 000] ⊕ [111 000 110 111 010 110] = [111 111 111 111 110 110]
| 349 | KTHLLE | TETHER | TTTRLR | [011 111 001 100 100 000] ⊕ [111 000 111 001 000 101] = [111 111 111 101 100 101]
| 350 | KTHLLE | TETTER | TTTTLR | [011 111 001 100 100 000] ⊕ [111 000 111 111 000 101] = [111 111 111 111 100 101]
| 351 | KTHLLE | THEIRS | TTHSRS | [011 111 001 100 100 000] ⊕ [111 001 000 010 101 110] = [111 111 001 110 101 110]
| 352 | KTHLLE | THEISS | TTHSSS | [011 111 001 100 100 000] ⊕ [111 001 000 010 110 110] = [111 111 001 110 110 110]
| 353 | KTHLLE | THEIST | TTHSST | [011 111 001 100 100 000] ⊕ [111 001 000 010 110 111] = [111 111 001 110 110 111]
| 354 | KTHLLE | THERES | TTHRLS | [011 111 001 100 100 000] ⊕ [111 001 000 101 000 110] = [111 111 001 101 100 110]
| 355 | KTHLLE | THESES | TTHSLS | [011 111 001 100 100 000] ⊕ [111 001 000 110 000 110] = [111 111 001 110 100 110]
| 356 | KTHLLE | THESIS | TTHSSS | [011 111 001 100 100 000] ⊕ [111 001 000 110 010 110] = [111 111 001 110 110 110]
| 357 | KTHLLE | THETES | TTHTLS | [011 111 001 100 100 000] ⊕ [111 001 000 111 000 110] = [111 111 001 111 100 110]
| 358 | KTHLLE | THETIS | TTHTSS | [011 111 001 100 100 000] ⊕ [111 001 000 111 010 110] = [111 111 001 111 110 110]
| 359 | KTHLLE | THIERS | TTKLRS | [011 111 001 100 100 000] ⊕ [111 001 010 000 101 110] = [111 111 011 100 101 110]
| 360 | KTHLLE | THILLS | TTKLLS | [011 111 001 100 100 000] ⊕ [111 001 010 100 100 110] = [111 111 011 100 100 110]
| 361 | KTHLLE | THIRLS | TTKRLS | [011 111 001 100 100 000] ⊕ [111 001 010 101 100 110] = [111 111 011 101 100 110]
| 362 | KTHLLE | THIRST | TTKRST | [011 111 001 100 100 000] ⊕ [111 001 010 101 110 111] = [111 111 011 101 110 111]
| 363 | KTHLLE | THISLL | TTKSLL | [011 111 001 100 100 000] ⊕ [111 001 010 110 100 100] = [111 111 011 110 100 100]
| 364 | KTHLLE | THITSI | TTKTSI | [011 111 001 100 100 000] ⊕ [111 001 010 111 110 010] = [111 111 011 111 110 010]
| 365 | KTHLLE | THREES | TTRLLS | [011 111 001 100 100 000] ⊕ [111 001 101 000 000 110] = [111 111 101 100 100 110]
| 366 | KTHLLE | THRESH | TTRLSH | [011 111 001 100 100 000] ⊕ [111 001 101 000 110 001] = [111 111 101 100 110 001]
| 367 | KTHLLE | THRILL | TTRSLL | [011 111 001 100 100 000] ⊕ [111 001 101 010 100 100] = [111 111 101 110 100 100]
| 368 | KTHLLE | THRIST | TTRSST | [011 111 001 100 100 000] ⊕ [111 001 101 010 110 111] = [111 111 101 110 110 111]
| 369 | KTHLLE | TIERER | TTHRLR | [011 111 001 100 100 000] ⊕ [111 010 000 101 000 101] = [111 111 001 101 100 101]
| 370 | KTHLLE | TIKKER | TTKTLR | [011 111 001 100 100 000] ⊕ [111 010 011 011 000 101] = [111 111 011 111 100 101]
| 371 | KTHLLE | TILERS | TTRLRS | [011 111 001 100 100 000] ⊕ [111 010 100 000 101 110] = [111 111 101 100 101 110]
| 372 | KTHLLE | TILLER | TTRLLR | [011 111 001 100 100 000] ⊕ [111 010 100 100 000 101] = [111 111 101 100 100 101]
| 373 | KTHLLE | TILLET | TTRLLT | [011 111 001 100 100 000] ⊕ [111 010 100 100 000 111] = [111 111 101 100 100 111]
| 374 | KTHLLE | TILLIE | TTRLSE | [011 111 001 100 100 000] ⊕ [111 010 100 100 010 000] = [111 111 101 100 110 000]
| 375 | KTHLLE | TILSIT | TTRSST | [011 111 001 100 100 000] ⊕ [111 010 100 110 010 111] = [111 111 101 110 110 111]
| 376 | KTHLLE | TILTER | TTRTLR | [011 111 001 100 100 000] ⊕ [111 010 100 111 000 101] = [111 111 101 111 100 101]
| 377 | KTHLLE | TILTHS | TTRTRS | [011 111 001 100 100 000] ⊕ [111 010 100 111 001 110] = [111 111 101 111 101 110]
| 378 | KTHLLE | TIRRET | TTRRLT | [011 111 001 100 100 000] ⊕ [111 010 101 101 000 111] = [111 111 101 101 100 111]
| 379 | KTHLLE | TIRRIT | TTRRST | [011 111 001 100 100 000] ⊕ [111 010 101 101 010 111] = [111 111 101 101 110 111]
| 380 | KTHLLE | TISHRI | TTTRRI | [011 111 001 100 100 000] ⊕ [111 010 110 001 101 010] = [111 111 111 101 101 010]
| 381 | KTHLLE | TITERS | TTTLRS | [011 111 001 100 100 000] ⊕ [111 010 111 000 101 110] = [111 111 111 100 101 110]
| 382 | KTHLLE | TITHER | TTTRLR | [011 111 001 100 100 000] ⊕ [111 010 111 001 000 101] = [111 111 111 101 100 101]
| 383 | KTHLLE | TITHES | TTTRLS | [011 111 001 100 100 000] ⊕ [111 010 111 001 000 110] = [111 111 111 101 100 110]
| 384 | KTHLLE | TITIES | TTTSLS | [011 111 001 100 100 000] ⊕ [111 010 111 010 000 110] = [111 111 111 110 100 110]
| 385 | KTHLLE | TITLER | TTTLLR | [011 111 001 100 100 000] ⊕ [111 010 111 100 000 101] = [111 111 111 100 100 101]
| 386 | KTHLLE | TITLES | TTTLLS | [011 111 001 100 100 000] ⊕ [111 010 111 100 000 110] = [111 111 111 100 100 110]
